datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2014-01-01 00:00:00,-379.712,2.71,-16.905,380.09,,64840.6
2014-01-01 01:00:00,-372.096,3.744,-17.205,372.49,5.8596,64510.5
2014-01-01 02:00:00,-371.098,1.913,-16.424,371.45,6.0795,60645.3
2014-01-01 03:00:00,-371.815,-5.502,-15.445,372.19,5.9757,58939.2
2014-01-01 04:00:00,-368.406,-4.875,-16.923,368.85,5.8836,62553.7
2014-01-01 05:00:00,-370.198,-6.297,-15.627,370.61,6.0718,55404.6
2014-01-01 06:00:00,-370.691,-9.402,-16.149,371.33,5.9423,57378.6
2014-01-01 07:00:00,-375.852,11.884,-46.903,378.88,,72649.3
2014-01-01 08:00:00,-379.394,8.151,-39.969,381.6,,79421.1
2014-01-01 09:00:00,-385.019,-13.418,-22.61,386.21,,76144.2
2014-01-01 10:00:00,-402.25,-18.586,-15.972,403.09,,87725.2
2014-01-01 11:00:00,-421.317,-16.361,-11.953,421.94,,84854.8
2014-01-01 12:00:00,-415.835,-7.09,-22.379,416.73,,112789.8
2014-01-01 13:00:00,-437.57,9.071,-18.535,438.58,,188026.9
2014-01-01 14:00:00,-476.4,41.316,-24.895,479.46,5.457,206426.0
2014-01-01 15:00:00,-519.398,55.003,-6.254,522.74,5.4142,211797.1
2014-01-01 16:00:00,-523.004,60.534,-1.937,526.94,6.2187,228145.5
2014-01-01 17:00:00,-513.217,39.892,-2.34,515.17,4.4415,190777.7
2014-01-01 18:00:00,-503.426,24.557,9.769,504.35,4.3562,182909.2
2014-01-01 19:00:00,-497.59,16.346,5.013,498.07,4.7318,139620.4
2014-01-01 20:00:00,-533.419,25.187,14.707,534.58,5.4261,199814.8
2014-01-01 21:00:00,-556.552,11.139,18.877,557.34,5.5084,201345.4
2014-01-01 22:00:00,-541.127,37.362,10.809,543.11,5.456,218360.8
2014-01-01 23:00:00,-539.834,29.948,24.752,541.77,5.8018,223496.0
2014-01-02 00:00:00,-556.305,2.13,31.259,557.42,6.1669,211788.8
2014-01-02 01:00:00,-559.989,-1.847,30.774,561.11,5.9019,196755.9
2014-01-02 02:00:00,-557.04,-9.881,40.728,558.92,5.4314,176302.6
2014-01-02 03:00:00,-549.453,31.065,12.671,551.81,5.3936,233182.1
2014-01-02 04:00:00,-550.19,72.121,21.236,555.35,5.9725,289584.1
2014-01-02 05:00:00,-551.129,59.377,15.893,554.78,5.8033,281604.8
2014-01-02 06:00:00,-548.77,52.074,-6.279,551.54,5.3632,240901.2
2014-01-02 07:00:00,-546.362,44.085,1.314,548.36,5.3791,197700.9
2014-01-02 08:00:00,-559.433,30.262,14.307,560.47,4.4003,179372.1
2014-01-02 09:00:00,-545.442,34.842,4.988,546.63,3.6875,171736.3
2014-01-02 10:00:00,-540.138,34.095,20.983,541.73,3.3327,158056.0
2014-01-02 11:00:00,-535.743,29.353,38.986,538.1,3.4417,152924.9
2014-01-02 12:00:00,-533.885,28.651,35.08,535.92,3.5255,146902.2
2014-01-02 13:00:00,-523.524,5.795,36.723,524.89,2.9488,101309.4
2014-01-02 14:00:00,-526.697,17.418,23.968,527.91,3.4267,142189.4
2014-01-02 15:00:00,-562.27,40.211,26.951,564.9,4.6364,212032.9
2014-01-02 16:00:00,-576.223,16.824,41.189,578.15,4.6988,216074.2
2014-01-02 17:00:00,-570.11,34.333,34.701,572.8,5.3829,237956.5
2014-01-02 18:00:00,-580.233,39.039,32.467,582.96,5.8601,269609.5
2014-01-02 19:00:00,-591.893,30.008,25.786,593.69,4.9708,240047.3
2014-01-02 20:00:00,-612.379,18.743,8.724,613.02,3.4881,181213.1
2014-01-02 21:00:00,-616.97,10.859,9.656,617.26,3.6304,155614.2
2014-01-02 22:00:00,-597.048,19.438,16.72,597.69,3.5855,171000.7
2014-01-02 23:00:00,-603.922,30.235,0.916,604.93,3.181,141606.1
2014-01-03 00:00:00,-595.959,28.596,-6.993,596.78,2.8796,128044.6
2014-01-03 01:00:00,-591.411,15.158,5.178,591.75,2.779,140753.1
2014-01-03 02:00:00,-580.167,13.616,-3.06,580.46,2.6638,109624.4
2014-01-03 03:00:00,-577.277,10.096,12.998,577.56,2.6377,177871.8
2014-01-03 04:00:00,-567.204,3.63,9.082,567.37,2.6186,152175.1
2014-01-03 05:00:00,-561.555,7.436,16.616,562.03,2.4686,138898.1
2014-01-03 06:00:00,-573.415,-13.558,17.692,574.3,2.3366,103441.5
2014-01-03 07:00:00,-569.672,-20.274,13.648,570.49,2.578,80942.0
2014-01-03 08:00:00,-550.778,-10.521,34.333,552.32,2.6257,88396.4
2014-01-03 09:00:00,-536.781,-9.738,21.322,537.42,2.2069,91402.6
2014-01-03 10:00:00,-536.606,-5.264,36.989,538.09,2.9214,96943.0
2014-01-03 11:00:00,-499.795,14.979,12.706,500.51,3.1751,130815.5
2014-01-03 12:00:00,-492.509,8.51,8.6,492.9,2.8652,132899.7
2014-01-03 13:00:00,-492.387,-1.812,11.014,492.53,2.7469,124241.2
2014-01-03 14:00:00,-495.881,-2.553,16.339,496.18,2.7237,106741.4
2014-01-03 15:00:00,-498.966,4.523,13.996,499.24,2.591,127105.5
2014-01-03 16:00:00,-498.838,7.412,14.386,499.22,2.6284,142146.3
2014-01-03 17:00:00,-494.248,2.141,11.652,494.45,2.5124,145698.2
2014-01-03 18:00:00,-490.531,16.106,4.894,491.02,2.3991,164092.9
2014-01-03 19:00:00,-491.945,21.513,-6.35,492.61,2.2072,143931.2
2014-01-03 20:00:00,-497.421,8.868,5.911,497.62,,156643.2
2014-01-03 21:00:00,-500.171,11.804,-1.286,500.39,,142015.8
2014-01-03 22:00:00,-502.351,2.485,15.314,503.11,2.6411,141349.1
2014-01-03 23:00:00,-510.214,36.373,-11.829,511.92,1.9985,122345.8
2014-01-04 00:00:00,-515.033,29.222,-7.084,516.03,2.2792,134942.3
2014-01-04 01:00:00,-512.471,22.193,1.001,512.93,2.5946,126683.3
2014-01-04 02:00:00,-499.316,33.735,-6.05,500.67,2.3919,121636.9
2014-01-04 03:00:00,-504.021,12.557,2.973,504.31,2.5961,135132.8
2014-01-04 04:00:00,-500.353,23.417,-2.496,500.92,2.6323,138725.2
2014-01-04 05:00:00,-508.25,24.534,-0.369,509.11,2.6504,119887.6
2014-01-04 06:00:00,-504.518,28.405,-0.088,505.4,2.6052,135504.8
2014-01-04 07:00:00,-502.455,22.354,0.329,502.97,2.7018,144274.8
2014-01-04 08:00:00,-507.909,23.3,11.076,508.69,2.8527,137311.8
2014-01-04 09:00:00,-508.158,24.399,-6.926,508.9,2.6176,121601.4
2014-01-04 10:00:00,-504.698,28.032,4.91,505.63,2.8462,137245.6
2014-01-04 11:00:00,-502.871,38.078,-0.695,504.49,3.0652,137496.2
2014-01-04 12:00:00,-503.535,26.196,3.917,504.54,2.9662,126509.2
2014-01-04 13:00:00,-493.702,29.462,-3.347,494.75,2.8815,130371.8
2014-01-04 14:00:00,-491.348,31.664,-2.848,492.58,2.7515,141190.2
2014-01-04 15:00:00,-490.689,32.979,18.75,492.59,2.9126,135538.4
