datetime,Np,Vp,Tpr
2018-01-01 00:00:00,6.2748,387.46,87521.0
2018-01-01 01:00:00,10.9279,385.14,53732.0
2018-01-01 02:00:00,13.1064,395.4,61797.0
2018-01-01 03:00:00,5.1746,422.39,135355.0
2018-01-01 04:00:00,4.7653,441.53,174303.0
2018-01-01 05:00:00,4.0941,444.44,162188.0
2018-01-01 06:00:00,3.8965,447.54,171917.0
2018-01-01 07:00:00,3.4276,447.77,168470.0
2018-01-01 08:00:00,3.444,446.2,165812.0
2018-01-01 09:00:00,2.7718,446.07,188515.0
2018-01-01 10:00:00,2.9942,433.76,137242.0
2018-01-01 11:00:00,3.0488,439.9,98870.0
2018-01-01 12:00:00,2.8525,439.51,93157.0
2018-01-01 13:00:00,2.9602,450.91,109115.0
2018-01-01 14:00:00,2.645,463.9,98011.0
2018-01-01 15:00:00,2.3168,469.97,110910.0
2018-01-01 16:00:00,2.7752,466.94,109126.0
2018-01-01 17:00:00,2.9493,462.0,97205.0
2018-01-01 18:00:00,3.1734,456.14,82071.0
2018-01-01 19:00:00,3.1955,450.87,55377.0
2018-01-01 20:00:00,3.2186,445.38,61159.0
2018-01-01 21:00:00,3.4269,435.88,65404.0
2018-01-01 22:00:00,3.7683,429.44,78421.0
2018-01-01 23:00:00,4.4948,433.35,72718.0
2018-01-02 00:00:00,4.5846,424.39,66742.0
2018-01-02 01:00:00,5.1213,414.28,74687.0
2018-01-02 02:00:00,5.1269,417.44,75957.0
2018-01-02 03:00:00,4.776,414.61,77038.0
2018-01-02 04:00:00,4.5953,418.01,84300.0
2018-01-02 05:00:00,4.2776,419.7,80181.0
2018-01-02 06:00:00,4.2948,418.4,65140.0
2018-01-02 07:00:00,4.5512,412.99,61754.0
2018-01-02 08:00:00,4.8601,417.77,67277.0
2018-01-02 09:00:00,5.3803,431.74,81751.0
2018-01-02 10:00:00,4.2627,432.01,89453.0
2018-01-02 11:00:00,5.036,437.02,84175.0
2018-01-02 12:00:00,5.4355,429.71,81642.0
2018-01-02 13:00:00,5.2896,421.22,106078.0
2018-01-02 14:00:00,5.6475,418.42,83238.0
2018-01-02 15:00:00,6.0325,416.66,71834.0
2018-01-02 16:00:00,5.5271,410.97,68977.0
2018-01-02 17:00:00,5.3311,418.74,66364.0
2018-01-02 18:00:00,5.2743,416.48,58396.0
2018-01-02 19:00:00,6.9709,411.51,50194.0
2018-01-02 20:00:00,6.1375,403.6,43690.0
2018-01-02 21:00:00,5.7213,402.69,43214.0
2018-01-02 22:00:00,6.5539,400.02,39398.0
2018-01-02 23:00:00,7.4319,384.23,48208.0
2018-01-03 00:00:00,8.0693,384.92,38138.0
2018-01-03 01:00:00,9.6247,383.79,36197.0
2018-01-03 02:00:00,13.2112,377.33,28169.0
2018-01-03 03:00:00,12.8282,374.03,24755.0
2018-01-03 04:00:00,13.5027,368.4,23132.0
2018-01-03 05:00:00,11.0374,362.57,23045.0
2018-01-03 06:00:00,10.4187,364.09,22715.0
2018-01-03 07:00:00,8.4464,366.33,22216.0
2018-01-03 08:00:00,7.0423,361.82,27208.0
2018-01-03 09:00:00,7.4273,364.27,35642.0
2018-01-03 10:00:00,8.9087,366.17,33973.0
2018-01-03 11:00:00,9.8238,367.71,42271.0
2018-01-03 12:00:00,9.7749,366.19,44134.0
2018-01-03 13:00:00,11.1943,365.97,31474.0
2018-01-03 14:00:00,12.9292,359.41,27101.0
2018-01-03 15:00:00,13.1981,357.45,26639.0
2018-01-03 16:00:00,8.7532,360.38,33458.0
2018-01-03 17:00:00,6.4425,355.05,36463.0
2018-01-03 18:00:00,5.5381,358.02,36630.0
2018-01-03 19:00:00,5.9455,353.37,42251.0
2018-01-03 20:00:00,5.3891,353.4,38968.0
2018-01-03 21:00:00,5.2825,356.9,47069.0
2018-01-03 22:00:00,6.3963,355.93,40090.0
2018-01-03 23:00:00,6.6146,360.94,39975.0
2018-01-04 00:00:00,6.7785,368.44,35960.0
2018-01-04 01:00:00,6.8308,368.28,38501.0
2018-01-04 02:00:00,7.0521,370.17,32706.0
2018-01-04 03:00:00,7.6946,371.78,20869.0
2018-01-04 04:00:00,8.499,365.73,21825.0
2018-01-04 05:00:00,6.3586,372.01,31713.0
2018-01-04 06:00:00,4.7852,381.07,41944.0
2018-01-04 07:00:00,4.5207,377.5,43204.0
2018-01-04 08:00:00,4.8008,373.04,36701.0
2018-01-04 09:00:00,5.1407,368.4,29112.0
2018-01-04 10:00:00,5.0236,363.85,29325.0
2018-01-04 11:00:00,4.9283,362.37,32465.0
2018-01-04 12:00:00,5.4279,363.4,37157.0
2018-01-04 13:00:00,5.6177,359.84,22414.0
2018-01-04 14:00:00,5.7268,360.33,23206.0
2018-01-04 15:00:00,4.2898,379.93,24292.0
2018-01-04 16:00:00,3.9109,388.42,25102.0
2018-01-04 17:00:00,3.4609,387.03,23409.0
2018-01-04 18:00:00,3.2059,395.65,21890.0
2018-01-04 19:00:00,3.2102,382.84,29387.0
2018-01-04 20:00:00,4.4713,389.02,26500.0
