datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
1998-02-04 00:00:00,,,,,,
1998-02-04 01:00:00,,,,,,
1998-02-04 02:00:00,,,,,,
1998-02-04 03:00:00,,,,,,
1998-02-04 04:00:00,,,,,,
1998-02-04 05:00:00,,,,,,
1998-02-04 06:00:00,,,,,,
1998-02-04 07:00:00,,,,,,
1998-02-04 08:00:00,,,,,,
1998-02-04 09:00:00,,,,,,
1998-02-04 10:00:00,,,,,,
1998-02-04 11:00:00,,,,,,
1998-02-04 12:00:00,,,,,,
1998-02-04 13:00:00,,,,,,
1998-02-04 14:00:00,,,,,,
1998-02-04 15:00:00,,,,,,
1998-02-04 16:00:00,,,,,,
1998-02-04 17:00:00,,,,,,
1998-02-04 18:00:00,,,,,,
1998-02-04 19:00:00,,,,,,
1998-02-04 20:00:00,,,,,,
1998-02-04 21:00:00,,,,,,
1998-02-04 22:00:00,,,,,,
1998-02-04 23:00:00,,,,,15.0185,10556.7
1998-02-05 00:00:00,-323.862,-1.441,2.065,323.9,16.6551,9529.1
1998-02-05 01:00:00,-322.848,-2.616,-1.445,322.89,20.601,8757.7
1998-02-05 02:00:00,-324.536,1.212,-2.153,324.61,18.6789,9559.4
1998-02-05 03:00:00,-322.08,15.675,10.798,322.68,18.4808,8965.9
1998-02-05 04:00:00,-321.572,13.325,1.994,321.84,28.3151,8329.0
1998-02-05 05:00:00,-315.145,14.811,0.324,315.41,22.9591,8278.6
1998-02-05 06:00:00,-311.511,12.978,-1.415,311.71,26.7127,9708.7
1998-02-05 07:00:00,-309.826,8.743,-1.044,309.93,28.7503,12476.7
1998-02-05 08:00:00,-307.4,8.679,1.04,307.51,31.1556,14929.3
1998-02-05 09:00:00,-305.822,8.151,2.225,305.94,29.8451,15136.1
1998-02-05 10:00:00,-306.188,5.642,2.002,306.26,29.6215,16526.2
1998-02-05 11:00:00,-306.094,4.372,3.613,306.15,31.9601,16918.3
1998-02-05 12:00:00,-303.114,3.283,6.047,303.19,28.8363,18167.8
1998-02-05 13:00:00,-300.62,1.711,5.514,300.67,23.4173,20456.1
1998-02-05 14:00:00,-299.718,-0.836,5.08,299.74,25.8818,22065.8
1998-02-05 15:00:00,-290.642,2.825,8.734,290.78,25.0207,22653.8
1998-02-05 16:00:00,-287.602,0.7,8.375,287.69,27.6192,17560.5
1998-02-05 17:00:00,-287.49,-1.529,8.089,287.56,25.6742,17252.1
1998-02-05 18:00:00,-285.948,-0.822,8.216,286.03,25.6151,15283.6
1998-02-05 19:00:00,-284.744,-1.314,8.447,284.84,20.008,16027.7
1998-02-05 20:00:00,-286.03,-3.619,5.534,286.08,14.9786,18523.9
1998-02-05 21:00:00,-282.671,-7.097,3.511,282.75,12.0008,13841.5
1998-02-05 22:00:00,-290.869,-5.778,-1.886,290.97,13.4287,18476.7
1998-02-05 23:00:00,-306.842,-0.754,-11.855,307.14,10.4862,27053.7
1998-02-06 00:00:00,-311.228,-6.623,-15.41,311.7,10.6203,28236.3
1998-02-06 01:00:00,-313.855,-2.269,-20.991,314.53,12.4093,32758.3
1998-02-06 02:00:00,-309.202,-6.314,-17.105,309.74,10.1632,30034.8
1998-02-06 03:00:00,-309.359,-3.655,-13.492,309.67,11.8189,32037.8
1998-02-06 04:00:00,-299.353,-8.594,-16.348,299.86,8.5739,22356.8
1998-02-06 05:00:00,-298.168,-8.607,-17.96,298.83,8.4667,17702.5
1998-02-06 06:00:00,-293.131,-6.314,-23.872,294.08,13.6207,15692.7
1998-02-06 07:00:00,-291.946,-12.212,-27.043,293.39,9.1988,15718.2
1998-02-06 08:00:00,-294.698,-7.456,-26.515,295.9,13.9169,14777.1
1998-02-06 09:00:00,-288.781,-10.856,-20.055,289.68,14.0005,12918.3
1998-02-06 10:00:00,-290.707,-12.153,-13.862,291.3,16.1855,12258.5
1998-02-06 11:00:00,-291.703,-12.005,-12.994,292.26,16.9018,12891.9
