datetime,Np,Vp,Tpr
2023-01-01 00:00:00,1.9404,596.39,140793.0
2023-01-01 01:00:00,1.6251,589.11,143141.0
2023-01-01 02:00:00,2.0977,581.74,130672.0
2023-01-01 03:00:00,2.0742,581.59,109562.0
2023-01-01 04:00:00,2.1018,571.28,97642.0
2023-01-01 05:00:00,1.6087,559.41,120556.0
2023-01-01 06:00:00,1.9262,550.16,107902.0
2023-01-01 07:00:00,2.0564,557.54,94687.0
2023-01-01 08:00:00,1.8866,558.73,90791.0
2023-01-01 09:00:00,1.9272,538.11,66793.0
2023-01-01 10:00:00,1.9357,540.99,87084.0
2023-01-01 11:00:00,2.0582,536.39,94738.0
2023-01-01 12:00:00,2.2113,544.33,91077.0
2023-01-01 13:00:00,2.1473,534.28,86620.0
2023-01-01 14:00:00,2.2256,538.04,84898.0
2023-01-01 15:00:00,2.2402,507.91,94151.0
2023-01-01 16:00:00,2.2874,526.37,116668.0
2023-01-01 17:00:00,2.3007,521.07,113971.0
2023-01-01 18:00:00,2.3305,519.36,98729.0
2023-01-01 19:00:00,2.3334,523.8,103770.0
2023-01-01 20:00:00,2.4107,489.85,127188.0
2023-01-01 21:00:00,2.3352,502.89,122445.0
2023-01-01 22:00:00,2.316,499.7,123828.0
2023-01-01 23:00:00,2.4322,502.56,104667.0
2023-01-02 00:00:00,2.4873,506.71,91539.0
2023-01-02 01:00:00,2.5148,493.86,78662.0
2023-01-02 02:00:00,2.4866,483.21,68957.0
2023-01-02 03:00:00,2.439,505.65,68052.0
2023-01-02 04:00:00,2.4509,480.02,70174.0
2023-01-02 05:00:00,2.5033,478.56,62648.0
2023-01-02 06:00:00,2.4981,473.17,53129.0
2023-01-02 07:00:00,2.5218,472.08,53742.0
2023-01-02 08:00:00,2.6291,474.89,78087.0
2023-01-02 09:00:00,2.648,477.55,75059.0
2023-01-02 10:00:00,2.6744,454.98,64632.0
2023-01-02 11:00:00,2.9769,456.65,51957.0
2023-01-02 12:00:00,3.3921,454.9,52262.0
2023-01-02 13:00:00,2.8124,452.49,44269.0
2023-01-02 14:00:00,2.8427,442.18,55254.0
2023-01-02 15:00:00,3.1689,423.0,69505.0
2023-01-02 16:00:00,2.6318,414.04,62283.0
2023-01-02 17:00:00,2.7718,417.77,54793.0
2023-01-02 18:00:00,3.731,419.17,66365.0
2023-01-02 19:00:00,3.4362,415.93,63318.0
2023-01-02 20:00:00,3.5528,418.37,58382.0
2023-01-02 21:00:00,3.4833,417.77,65353.0
2023-01-02 22:00:00,3.1093,415.39,58802.0
2023-01-02 23:00:00,3.2548,412.13,69135.0
2023-01-03 00:00:00,3.1641,407.5,65515.0
2023-01-03 01:00:00,3.1682,410.45,42631.0
2023-01-03 02:00:00,3.3132,398.69,55826.0
2023-01-03 03:00:00,2.8764,415.13,60294.0
2023-01-03 04:00:00,2.5799,414.94,59081.0
2023-01-03 05:00:00,3.0635,408.63,68327.0
2023-01-03 06:00:00,3.2199,412.71,69880.0
2023-01-03 07:00:00,3.0191,413.31,65308.0
2023-01-03 08:00:00,2.3642,388.74,50297.0
2023-01-03 09:00:00,2.7983,386.16,49066.0
2023-01-03 10:00:00,3.0215,387.16,48643.0
2023-01-03 11:00:00,2.7134,378.96,56668.0
2023-01-03 12:00:00,3.3702,370.59,72603.0
2023-01-03 13:00:00,3.7717,373.73,65181.0
2023-01-03 14:00:00,2.4932,382.77,63284.0
2023-01-03 15:00:00,2.7278,385.22,66080.0
2023-01-03 16:00:00,3.5562,388.4,85819.0
2023-01-03 17:00:00,3.8027,384.45,86958.0
2023-01-03 18:00:00,5.6252,395.72,92495.0
2023-01-03 19:00:00,5.1656,404.37,99039.0
2023-01-03 20:00:00,6.7981,415.11,113167.0
2023-01-03 21:00:00,10.1848,424.03,113291.0
2023-01-03 22:00:00,10.6257,425.21,113268.0
2023-01-03 23:00:00,9.1871,431.05,73531.0
2023-01-04 00:00:00,9.3471,433.07,40828.0
2023-01-04 01:00:00,9.8174,426.83,41423.0
2023-01-04 02:00:00,2.3417,417.56,19810.0
2023-01-04 03:00:00,1.1092,409.54,12579.0
2023-01-04 04:00:00,1.5406,411.33,15151.0
2023-01-04 05:00:00,1.3049,415.35,16568.0
2023-01-04 06:00:00,2.5418,417.62,28650.0
2023-01-04 07:00:00,2.4277,417.68,12634.0
2023-01-04 08:00:00,2.4374,414.87,16153.0
2023-01-04 09:00:00,1.7736,408.71,11249.0
2023-01-04 10:00:00,1.4022,400.67,9035.0
2023-01-04 11:00:00,1.3567,398.19,11328.0
2023-01-04 12:00:00,2.0391,399.87,24725.0
2023-01-04 13:00:00,5.4438,395.82,40112.0
2023-01-04 14:00:00,8.1081,399.43,29093.0
2023-01-04 15:00:00,6.0851,395.71,17498.0
2023-01-04 16:00:00,6.2788,402.18,26439.0
2023-01-04 17:00:00,6.7854,398.39,26597.0
2023-01-04 18:00:00,5.1355,396.89,25018.0
2023-01-04 19:00:00,3.832,388.69,21192.0
2023-01-04 20:00:00,3.1579,384.27,19006.0
2023-01-04 21:00:00,4.2553,381.69,25183.0
2023-01-04 22:00:00,6.8492,378.57,31597.0
2023-01-04 23:00:00,6.9001,380.8,40851.0
